cik,name,name_clean,ticker,gvkey,sic,name_source
0001098151,FIDELITY D & D BANCORP INC,fidelity d d bancorp,FDBC,18182,6020.0,crosswalk
0001098296,MIDAMERICAN FUNDING LLC,midamerican funding,,13428,4931.0,crosswalk
0001098880,INTELGENX TECHNOLOGIES CORP,intelgenx technologies,IGXT,176198,2834.0,crosswalk
0001098972,AGENUS INC,agenus,AGEN,129466,2834.0,crosswalk
0001099132,MANHATTAN SCIENTIFICS INC,manhattan scientifics,MHTX,65991,8731.0,crosswalk
0001099160,BEASLEY BROADCAST GROUP INC,beasley broadcast,BBGI,129823,4832.0,crosswalk
0001099219,METLIFE INC,metlife,MET,133768,6311.0,crosswalk
0001099369,DESTINY MEDIA TECHNOLOGIES,destiny media technologies,DSNY,122202,7370.0,crosswalk
0001099590,MERCADOLIBRE INC,mercadolibre,MELI,178081,5960.0,crosswalk
0001099800,EDWARDS LIFESCIENCES CORP,edwards lifesciences,EW,133366,3842.0,crosswalk
0001100397,AYALA PHARMACEUTIC INC,ayala pharmaceutic,ADXS,36302,2836.0,crosswalk
0001100682,CHARLES RIVER LABS INTL INC,charles river labs intl,CRL,137131,8731.0,crosswalk
0001101026,ZIVO BIOSCIENCE INC,zivo bioscience,HEPI,137441,2834.0,crosswalk
0001101215,BREAD FINANCIAL HOLDINGS INC,bread financial,ADS,143974,6141.0,crosswalk
0001101239,EQUINIX INC,equinix,EQIX,138743,6798.0,crosswalk
0001101302,ENTEGRIS INC,entegris,ENTG,137573,3559.0,crosswalk
0001101433,QUOTEMEDIA INC,quotemedia,QMCI,29089,6200.0,crosswalk
0001101680,DZS INC,dzs,ZHNE,28071,3661.0,crosswalk
0001102238,AMERICAN REALTY INVESTORS,american realty investors,ARL,1545,6513.0,crosswalk
0001102993,LIVEPERSON INC,liveperson,LPSN,133869,7370.0,crosswalk
0001103795,QS ENERGY INC,qs energy,STWA,115411,3533.0,crosswalk
0001103833,CROWN EQUITY HOLDINGS INC,crown equity,CRWE,63516,7310.0,crosswalk
0001103982,MONDELEZ INTERNATIONAL INC,mondelez international,MDLZ,142953,2052.0,crosswalk
0001104038,VERIFYME INC,verifyme,LLTI,141887,7373.0,crosswalk
0001104485,NORTHERN OIL & GAS INC,northern oil gas,N,142337,1311.0,crosswalk
0001104506,INSMED INC,insmed,INSM,136186,2836.0,crosswalk
0001104657,MATERION CORP,materion,MTRN,2448,3330.0,crosswalk
0001106213,SEAFARER EXPLORATION CORP,seafarer exploration,SFRX,141006,4400.0,crosswalk
0001106644,CHINA PHARMA HOLDINGS INC,china pharma,TSET,148239,2834.0,crosswalk
0001106838,Chanticleer Holdings Inc,chanticleer,HOTR,,5812.0,ticker_map
0001107280,OCULUS INC,oculus,USVO,108630,7373.0,crosswalk
0001107421,ALAUNOS THERAPEUTICS INC,alaunos therapeutics,ESWB,165215,2836.0,crosswalk
0001107843,QUALYS INC,qualys,QLYS,11745,7372.0,crosswalk
0001108109,COMMUNITY HEALTH SYSTEMS INC,community health systems,CYH,23714,8062.0,crosswalk
0001108134,BEACON FINANCIAL CORP,beacon financial,BHLB,74571,6020.0,crosswalk
0001108205,CURIS INC,curis,CRIS,138341,2836.0,crosswalk
0001108426,TXNM ENERGY INC,txnm energy,PNM,8807,4911.0,crosswalk
0001108524,SALESFORCE INC,salesforce,CRM,157855,7372.0,crosswalk
0001108645,CORRELATE ENERGY CORP,correlate energy,FOSI,36845,8700.0,crosswalk
0001109116,ENTRAVISION COMMUNICATIONS,entravision communications,EVC,137943,7310.0,crosswalk
0001109242,HANMI FINANCIAL CORP,hanmi financial,HAFC,31368,6020.0,crosswalk
0001109354,BRUKER CORP,bruker,BRKR,138483,3826.0,crosswalk
0001109357,EXELON CORP,exelon,EXC,8539,4911.0,crosswalk
0001110607,KOIL ENERGY SOLUTIONS INC,koil energy solutions,DPDW,22010,1382.0,crosswalk
0001110611,ON24 INC,on24,,37787,7370.0,crosswalk
0001110803,ILLUMINA INC,illumina,ILMN,138205,3826.0,crosswalk
0001110805,NUSTAR ENERGY LP,nustar energy lp,NS,141363,4610.0,crosswalk
0001111335,VISTEON CORP,visteon,VC,136648,3714.0,crosswalk
0001111711,NISOURCE INC,nisource,NI,7974,4932.0,crosswalk
0001111741,DYNARESOURCE INC,dynaresource,DYNR,63332,1040.0,crosswalk
0001111928,IPG PHOTONICS CORP,ipg photonics,IPGP,175955,3674.0,crosswalk
0001113169,PRICE (T. ROWE) GROUP,price t rowe,TROW,12138,6282.0,crosswalk
0001113232,AXCELIS TECHNOLOGIES INC,axcelis technologies,ACLS,137602,3559.0,crosswalk
0001113313,ARVANA INC,arvana,TURI,139525,4400.0,crosswalk
0001113809,BUILD-A-BEAR WORKSHOP INC,buildabear workshop,BBW,161055,5945.0,crosswalk
0001114483,INTEGER HOLDINGS CORP,integer,GB,140073,3845.0,crosswalk
0001114925,LANTRONIX INC,lantronix,LTRX,138467,3576.0,crosswalk
0001114927,FIRST NORTHN CMNTY BANCORP,first northn cmnty bancorp,FNRN,62365,6020.0,crosswalk
0001114995,IMPINJ INC,impinj,,27387,3674.0,crosswalk
0001115055,PINNACLE FINL PARTNERS INC,pinnacle finl partners,PNFP,139025,6020.0,crosswalk
0001116132,TAPESTRY INC,tapestry,COH,140541,3100.0,crosswalk
0001116463,ORASURE TECHNOLOGIES INC,orasure technologies,OSUR,12915,2835.0,crosswalk
0001116942,TTM TECHNOLOGIES INC,ttm technologies,TTMI,139804,3672.0,crosswalk
0001117057,PLANET GREEN HOLDINGS CORP,planet green,ALN,160196,2090.0,crosswalk
0001117171,CBAK ENERGY TECHNOLOGY INC,cbak energy technology,CBAK,148772,3690.0,crosswalk
0001117297,QUINSTREET INC,quinstreet,QNST,184263,7310.0,crosswalk
0001117480,CHIMERIX INC,chimerix,CMRX,17498,2836.0,crosswalk
0001119190,Iwt Tesoro Corp,iwt tesoro,IWTT,,5000.0,ticker_map
0001120193,NASDAQ INC,nasdaq,NDAQ,149337,6200.0,crosswalk
0001120370,BROADWIND INC,broadwind,TWRT,179249,3510.0,crosswalk
0001120914,PDF SOLUTIONS INC,pdf solutions,PDFS,144437,7370.0,crosswalk
0001120970,COMSTOCK INC,comstock,LODE,147183,2911.0,crosswalk
0001121484,OIL STATES INTL INC,oil states intl,OIS,142260,3533.0,crosswalk
0001121702,YIELD10 BIOSCIENCE INC,yield10 bioscience,MBLX,175490,8731.0,crosswalk
0001121788,GARMIN LTD,garmin,GRMN,141459,3812.0,crosswalk
0001121795,GHST WORLD INC,ghst world,GHST,180912,3663.0,crosswalk
0001122904,NETGEAR INC,netgear,NTGR,154039,3661.0,crosswalk
0001122976,AVIENT CORP,avient,POL,28194,2810.0,crosswalk
0001123360,GLOBAL PAYMENTS INC,global payments,GPN,141913,7374.0,crosswalk
0001123494,HARVARD BIOSCIENCE INC,harvard bioscience,HBIO,141469,3826.0,crosswalk
0001123596,BAB INC,bab,BABB,141018,5810.0,crosswalk
0001123852,NORTHERN STATES POWER CO /MN,northern states power co mn,,145273,4931.0,crosswalk
0001124105,GYRE THERAPEUTICS INC,gyre therapeutics,TRGT,25999,2836.0,crosswalk
0001124140,EXACT SCIENCES CORP,exact sciences,EXAS,141277,8731.0,crosswalk
0001124198,FLUOR CORP,fluor,FLR,4818,1600.0,crosswalk
0001124524,CRYOPORT INC,cryoport,CYRX,162146,3842.0,crosswalk
0001124796,NLIGHT INC,nlight,,33420,3674.0,crosswalk
0001124804,Allscripts Healthcare Solutions Inc,allscripts healthcare solutions,MDRX,,7373.0,ticker_map
0001124941,Beacon Roofing Supply Inc,beacon roofing supply,BECN,,5030.0,ticker_map
0001125259,CARNIVAL CORP/PLC (GBR),carnival corpplc gbr,CUK,140821,4400.0,crosswalk
0001125345,MACROGENICS INC,macrogenics,MGNX,18658,2836.0,crosswalk
0001125376,ENSIGN GROUP INC,ensign,ENSG,178803,8051.0,crosswalk
0001126234,LUMOS PHARMA INC,lumos pharma,NLNK,36333,2836.0,crosswalk
0001126328,PRINCIPAL FINANCIAL GRP INC,principal financial grp,PFG,145701,6282.0,crosswalk
0001126741,GSI TECHNOLOGY INC,gsi technology,GSIT,160213,3674.0,crosswalk
0001126956,SPIRE INC,spire,LG,6547,4924.0,crosswalk
0001127371,COMMUNITY WEST BANCSHARES,community west bancshares,CVCY,63224,6020.0,crosswalk
0001127475,DIGITAL BRAND MEDIA & MKTG,digital brand media mktg,,152686,7310.0,crosswalk
0001127537,PULMONX CORP,pulmonx,,36260,3841.0,crosswalk
0001127703,PROASSURANCE CORP,proassurance,PRA,24440,6331.0,crosswalk
0001128189,PROTOKINETIX INC,protokinetix,PKTX,146539,2836.0,crosswalk
0001128281,SAKER AVIATION SERVICES INC,saker aviation services,FBOR,111535,4581.0,crosswalk
0001128361,HOPE BANCORP INC,hope bancorp,BBCN,66235,6020.0,crosswalk
0001128928,FLOWERS FOODS INC,flowers foods,FLO,4809,2050.0,crosswalk
0001129155,MARINE PRODUCTS CORP,marine products,MPX,142546,3730.0,crosswalk
0001130144,SIERRA BANCORP/CA,sierra bancorpca,BSRR,105538,6020.0,crosswalk
0001130166,BIO GREEN MED SOLUTION INC,bio green med solution,CYCC,160809,2836.0,crosswalk
0001130310,CENTERPOINT ENERGY INC,centerpoint energy,CNP,5742,4931.0,crosswalk
0001130464,BLACK HILLS CORP,black hills,BKH,2259,4923.0,crosswalk
0001130598,TRAWS PHARMA INC,traws pharma,ONTX,18172,2836.0,crosswalk
0001130713,BED BATH & BEYOND INC,bed bath beyond,OSTK,147868,5961.0,crosswalk
0001130781,Viratech Corp,viratech,AMDR,,7812.0,ticker_map
0001131312,ZION OIL & GAS INC,zion oil gas,ZN,163822,1311.0,crosswalk
0001131554,SYNCHRONOSS TECHNOLOGIES,synchronoss technologies,SNCR,166593,7370.0,crosswalk
0001131903,SPECTRAL CAPITAL CORP,spectral capital,FSAC,153630,7370.0,crosswalk
0001132105,SPORTSMANS WAREHOUSE HLDGS,sportsmans warehouse hldgs,,16009,5940.0,crosswalk
0001132509,NEW MOMENTUM CORP,new momentum,,176730,4700.0,crosswalk
0001132651,AMES NATIONAL CORP,ames national,ATLO,31718,6020.0,crosswalk
0001133062,JANEL CORP,janel,JLWT,147249,4731.0,crosswalk
0001133311,TRAVELZOO,travelzoo,TZOO,149721,7370.0,crosswalk
0001133416,GALECTIN THERAPEUTICS INC,galectin therapeutics,GALT,150221,2834.0,crosswalk
0001133421,NORTHROP GRUMMAN CORP,northrop grumman,NOC,7985,3812.0,crosswalk
0001133818,BIO-PATH HOLDINGS INC,biopath,BPTH,165563,2836.0,crosswalk
0001133869,CAPRICOR THERAPEUTICS INC,capricor therapeutics,CAPR,19205,2836.0,crosswalk
0001134115,INTERNATIONAL TOWER HILL MIN,international tower hill min,THM,107032,1000.0,crosswalk
0001134765,CHARLIES HOLDINGS INC,charlies,PRH,35165,2100.0,crosswalk
0001135971,PEPCO HOLDINGS INC,pepco,POM,8694,4911.0,crosswalk
0001136174,ONTRAK INC,ontrak,HYTM,150761,8060.0,crosswalk
0001136869,ZIMMER BIOMET HOLDINGS INC,zimmer biomet,ZMH,144559,3842.0,crosswalk
0001136893,FIDELITY NATIONAL INFO SVCS,fidelity national info svcs,FIS,165993,7374.0,crosswalk
0001137091,POWER SOLUTIONS INTL INC,power solutions intl,PSIX,187169,3510.0,crosswalk
0001137547,UNITED SECURITY BANCSHARS CA,united security bancshars ca,UBFO,64228,6020.0,crosswalk
0001137774,PRUDENTIAL FINANCIAL INC,prudential financial,PRU,143356,6311.0,crosswalk
0001137789,SEAGATE TECHNOLOGY HOLDINGS,seagate technology,STX,150937,3572.0,crosswalk
0001137883,BRAINSTORM CELL THERAPEUTICS,brainstorm cell therapeutics,BCLI,153957,2836.0,crosswalk
0001138118,CBRE GROUP INC,cbre,CBG,260774,6531.0,crosswalk
0001138476,PACIFIC HEALTH CARE ORG INC,pacific health care org,PHCO,66274,8090.0,crosswalk
0001138639,INFINERA CORP,infinera,INFN,177257,3661.0,crosswalk
0001138723,ACCURAY INC,accuray,ARAY,176670,3845.0,crosswalk
0001138724,GLOBAL ARENA HOLDINGS INC,global arena,DWMA,189955,7370.0,crosswalk
0001140102,HIREQUEST INC,hirequest,CCNI,35481,7363.0,crosswalk
0001140215,REEDS INC,reeds,REEDR,176378,2086.0,crosswalk
0001140536,WILLIS TOWERS WATSON PLC,willis towers watson,WSH,144009,6411.0,crosswalk
0001140859,CENCORA INC,cencora,ABC,31673,5122.0,crosswalk
0001141103,CROSS COUNTRY HEALTHCARE INC,cross country healthcare,CCRN,144396,7363.0,crosswalk
0001141197,PEDEVCO CORP,pedevco,PED,13460,1311.0,crosswalk
0001141240,LIQUIDMETAL TECHNOLOGIES,liquidmetal technologies,LQMT,146117,3310.0,crosswalk
0001141391,MASTERCARD INC,mastercard,MA,160225,7389.0,crosswalk
0001141688,LANDMARK BANCORP INC/KS,landmark bancorp incks,LARK,29946,6020.0,crosswalk
0001141964,Public Co Management Corp,public co management,PUBC,,8742.0,ticker_map
0001142417,NEXSTAR MEDIA GROUP,nexstar media,NXST,149177,4833.0,crosswalk
0001142750,AMN HEALTHCARE SERVICES INC,amn healthcare services,AHS,144520,7363.0,crosswalk
0001143513,GLADSTONE CAPITAL CORP,gladstone capital,GLAD,145024,6797.0,crosswalk
0001144215,ACUITY INC,acuity,AYI,146017,3640.0,crosswalk
0001144879,Flight Safety Technologies Inc,flight safety technologies,FLT,,3812.0,ticker_map
0001144980,ASBURY AUTOMOTIVE GROUP INC,asbury automotive,ABG,144640,5500.0,crosswalk
0001145197,INSULET CORP,insulet,PODD,177227,3845.0,crosswalk
0001145255,HENNESSY ADVISORS INC,hennessy advisors,HNNA,149906,6282.0,crosswalk
0001145604,NIKA PHARMACEUTICALS INC,nika pharmaceuticals,,154510,2834.0,crosswalk
0001145986,ASPEN AEROGELS INC,aspen aerogels,,187550,2810.0,crosswalk
0001156039,ELEVANCE HEALTH INC,elevance health,WLP,145046,6324.0,crosswalk
0001156041,ABUNDIA GLOBAL IMPACT GRP IN,abundia global impact grp in,HUSA,146659,1311.0,crosswalk
0001156174,LAKE AREA CORN PROCESSRS LLC,lake area corn processrs,,35064,2860.0,crosswalk
0001156375,CME GROUP INC,cme,CME,149070,6200.0,crosswalk
0001156388,BIG 5 SPORTING GOODS CORP,big 5 sporting goods,BGFV,145041,5940.0,crosswalk
0001157075,PHARMACYTE BIOTECH INC,pharmacyte biotech,NVLX,155913,2836.0,crosswalk
0001157408,STRIDE INC,stride,LRN,178976,8200.0,crosswalk
0001157601,MADRIGAL PHARMACEUTICALS INC,madrigal pharmaceuticals,SNTA,27716,2834.0,crosswalk
0001157647,WESTERN NEW ENG BANCORP INC,western new eng bancorp,WFD,146607,6035.0,crosswalk
0001157762,CHINA AUTOMOTIVE SYSTEMS INC,china automotive systems,CAAS,149683,3714.0,crosswalk
0001158114,APPLIED OPTOELECTRONICS INC,applied optoelectronics,AAOI,18564,3674.0,crosswalk
0001158172,COMSCORE INC,comscore,SCOR,177780,8742.0,crosswalk
0001158324,COGENT COMMUNICATIONS HLDGS,cogent communications hldgs,CCOI,147204,4813.0,crosswalk
0001158449,ADVANCE AUTO PARTS INC,advance auto parts,AAP,145977,5531.0,crosswalk
0001158463,JETBLUE AIRWAYS CORP,jetblue airways,JBLU,147305,4512.0,crosswalk
0001158780,PLURI INC,pluri,PSTI,152008,2836.0,crosswalk
0001158895,LEMAITRE VASCULAR INC,lemaitre vascular,LMAT,174390,3841.0,crosswalk
0001159036,HALOZYME THERAPEUTICS INC,halozyme therapeutics,HALO,151630,2836.0,crosswalk
0001159167,IROBOT CORP,irobot,IRBT,164416,3990.0,crosswalk
0001160308,SAVARA INC,savara,ANX,31177,2834.0,crosswalk
0001160661,SOUTHERN POWER CO,southern power,,156820,4911.0,crosswalk
0001160791,GOLD RESOURCE CORP,gold resource,GORO,175503,1040.0,crosswalk
0001161728,MGE ENERGY INC,mge energy,MGEE,6932,4931.0,crosswalk
0001162194,STANDARD BIOTOOLS INC,standard biotools,FLDM,179840,3826.0,crosswalk
0001162461,CUTERA INC,cutera,CUTR,146648,3845.0,crosswalk
0001162896,PRAIRIE OPERATING CO,prairie operating,WIZD,186553,1311.0,crosswalk
0001163165,CONOCOPHILLIPS,conocophillips,COP,8549,1311.0,crosswalk
0001163302,UNITED STATES STEEL CORP,united states steel,,23978,3312.0,crosswalk
0001163370,NORTHRIM BANCORP INC,northrim bancorp,NRIM,23450,6020.0,crosswalk
0001163389,NEW PEOPLES BANKSHARES INC,new peoples bankshares,NWPP,186838,6020.0,crosswalk
0001163609,SOUTH DAKOTA SYBN PRCSSR LLC,south dakota sybn prcssr,,37139,2070.0,crosswalk
0001163668,SOUTH PLAINS FINANCIAL INC,south plains financial,,35101,6020.0,crosswalk
0001163739,NABORS INDUSTRIES LTD,nabors industries,NBR,1661,1381.0,crosswalk
0001164727,NEWMONT CORP,newmont,NEM,7881,1040.0,crosswalk
0001164863,ENPRO INC,enpro,NPO,148950,3050.0,crosswalk
0001165002,WESTWOOD HOLDINGS GROUP INC,westwood holdings,WHG,149082,6282.0,crosswalk
0001165320,GB SCIENCES INC,gb sciences,,157774,2834.0,crosswalk
0001166003,XPO INC,xpo,XPO,144998,4213.0,crosswalk
0001166388,VERINT SYSTEMS INC,verint systems,VRNT,147242,7370.0,crosswalk
0001166691,COMCAST CORP,comcast,CMCSA,3226,4841.0,crosswalk
0001166708,BROWNIE'S MARINE GROUP INC,brownies marine,BWMG,106687,3949.0,crosswalk
0001166928,WEST BANCORPORATION INC,west bancorporation,WTBA,63725,6020.0,crosswalk
0001167419,RIOT PLATFORMS INC,riot platforms,APNB,148170,7372.0,crosswalk
0001168165,EXELON GENERATION CO LLC,exelon generation,,156418,4911.0,crosswalk
0001168455,PLUMAS BANCORP,plumas bancorp,PLBC,62139,6020.0,crosswalk
0001169445,TRUBRIDGE INC,trubridge,CPSI,147849,7372.0,crosswalk
0001169561,COMMVAULT SYSTEMS INC,commvault systems,CVLT,174077,7370.0,crosswalk
0001169770,BANC OF CALIFORNIA INC,banc of california,BANC,136265,6020.0,crosswalk
0001170010,CARMAX INC,carmax,KMX,64410,5500.0,crosswalk
0001171326,Karma Media Inc,karma media,KRMA,,5961.0,ticker_map
0001171486,NATURAL RESOURCE PARTNERS LP,natural resource partners lp,NRP,150837,6795.0,crosswalk
0001171759,RED ROBIN GOURMET BURGERS,red robin gourmet burgers,RRGB,148470,5812.0,crosswalk
0001171838,SUNDANCE STRATEGIES INC,sundance strategies,JVEX,17767,6153.0,crosswalk
0001172052,SAFETY INSURANCE GROUP INC,safety insurance,SAFT,148469,6331.0,crosswalk
0001172178,LIBERTY STAR URANIUM & METAL,liberty star uranium metal,TTUM,154037,1000.0,crosswalk
0001172222,HAWAIIAN HOLDINGS INC,hawaiian,HA,60902,4512.0,crosswalk
0001172358,DORCHESTER MINERALS  -LP,dorchester minerals lp,DMLP,4045,6792.0,crosswalk
0001173204,CINEVERSE CORP,cineverse,CIDM,155616,7822.0,crosswalk
0001173313,ABVC BIOPHARMA INC,abvc biopharma,ECOC,39801,2836.0,crosswalk
0001173420,NOVAGOLD RESOURCES LTD,novagold resources,NG,20600,1040.0,crosswalk
0001173489,CEVA INC,ceva,CEVA,135788,6794.0,crosswalk
0001173514,HYSTER YALE INC,hyster yale,HY,160681,3537.0,crosswalk
0001174850,NICOLET BANKSHARES INC,nicolet bankshares,,17875,6020.0,crosswalk
0001174891,CALETHOS INC,calethos,UPBS,161833,9995.0,crosswalk
0001174922,WYNN RESORTS LTD,wynn resorts,WYNN,149318,7990.0,crosswalk
0001174940,ORAGENICS INC,oragenics,ONI,154605,2836.0,crosswalk
0001175151,CYTOSORBENTS CORP,cytosorbents,CTSO,163965,3841.0,crosswalk
0001175454,CORPAY INC,corpay,FLT,184700,7389.0,crosswalk
0001175535,WHITESTONE REIT,whitestone reit,,185453,6798.0,crosswalk
0001175680,CYTODYN INC,cytodyn,CYDY,164720,2836.0,crosswalk
0001176309,Oramed Pharmaceuticals Inc,oramed pharmaceuticals,ORMP,,2834.0,ticker_map
0001176334,MARTIN MIDSTREAM PARTNERS LP,martin midstream partners lp,MMLP,150201,5172.0,crosswalk
0001176948,ARES MANAGEMENT CORP,ares management,,20412,6282.0,crosswalk
0001177394,TD SYNNEX CORP,td synnex,SNX,156155,5045.0,crosswalk
0001177609,FIVE BELOW INC,five below,FIVE,171141,5331.0,crosswalk
0001177648,ENANTA PHARMACEUTICALS INC,enanta pharmaceuticals,ENTA,16269,2836.0,crosswalk
0001177702,SAIA INC,saia,SCST,150481,4213.0,crosswalk
0001178253,SCYNEXIS INC,scynexis,,20040,2836.0,crosswalk
0001178670,ALNYLAM PHARMACEUTICALS INC,alnylam pharmaceuticals,ALNY,264265,2836.0,crosswalk
0001178697,DNA X INC,dna x,,35104,3663.0,crosswalk
0001178879,AMICUS THERAPEUTICS INC,amicus therapeutics,FOLD,175008,2836.0,crosswalk
0001178970,PROVIDENT FINANCIAL SVCS INC,provident financial svcs,PFS,150279,6036.0,crosswalk
0001179929,MOLINA HEALTHCARE INC,molina healthcare,MOH,152149,6324.0,crosswalk
0001180262,HERBALIFE LTD,herbalife,HLF,14269,2834.0,crosswalk
0001183765,MOLECULAR TEMPLATES INC,molecular templates,THLD,32267,2836.0,crosswalk
0001185348,PRA GROUP INC,pra,PRAA,150477,6153.0,crosswalk
0001187953,CREATIVE MED TECH HLDG INC,creative med tech hldg,,182902,2836.0,crosswalk
0001190370,INNOVATIVE DESIGNS INC,innovative designs,IVDN,156583,3949.0,crosswalk
0001192448,GLAUKOS CORP,glaukos,,23990,3841.0,crosswalk
0001193311,ONCOR ELECTRIC DELIVERY CO,oncor electric delivery,,155970,4911.0,crosswalk
0001195734,POTBELLY CORP,potbelly,PBPB,18839,5812.0,crosswalk
0001196298,NEPHROS INC,nephros,NEPH,151423,3841.0,crosswalk
0001200375,CODEXIS INC,codexis,CDXS,179841,2836.0,crosswalk
0001201792,AMERICAN PUBLIC EDUCATION,american public education,APEI,178797,8200.0,crosswalk
0001205922,VACCINEX INC,vaccinex,,33780,2836.0,crosswalk
0001206264,SOMNIGROUP INTERNATIONAL INC,somnigroup international,TPX,156861,2510.0,crosswalk
0001210677,First Advantage Corp,first advantage,FADV,,7389.0,ticker_map
0001210708,STAR EQUITY HOLDINGS INC,star equity,HSON,153128,7361.0,crosswalk
0001211583,FENNEC PHARMACEUTICALS INC,fennec pharmaceuticals,ADHXF,143909,2836.0,crosswalk
0001211805,MY SIZE INC,my size,,296866,7372.0,crosswalk
0001212545,WESTERN ALLIANCE BANCORP,western alliance bancorp,WAL,163920,6020.0,crosswalk
0001213037,CARDIFF ONCOLOGY INC,cardiff oncology,TROV,155387,2836.0,crosswalk
0001213809,DYADIC INTERNATIONAL INC,dyadic international,DIL,158055,2836.0,crosswalk
0001214816,AXIS CAPITAL HOLDINGS LTD,axis capital,AXS,153130,6331.0,crosswalk
0001217234,CAREDX INC,caredx,,179834,2835.0,crosswalk
0001218683,MAWSON INFRA GROUP INC,mawson infra,DCMG,38328,7370.0,crosswalk
0001219601,CROWN HOLDINGS INC,crown,CCK,3619,3411.0,crosswalk
0001220754,MODIVCARE INC,modivcare,PRSC,154758,4100.0,crosswalk
0001223389,CONN'S INC,conns,CONN,156614,5731.0,crosswalk
0001224133,MARCHEX INC,marchex,MCHX,157755,7389.0,crosswalk
0001224608,CNO FINANCIAL GROUP INC,cno financial,CNO,12603,6321.0,crosswalk
0001226616,MEDICINOVA INC,medicinova,MNOV,162892,2836.0,crosswalk
0001227500,EQUITY BANCSHARES INC,equity bancshares,,26347,6020.0,crosswalk
0001227636,NEURONETICS INC,neuronetics,,33698,3845.0,crosswalk
0001227654,COMPASS MINERALS INTL INC,compass minerals intl,CMP,157153,1400.0,crosswalk
0001228454,BCB BANCORP INC,bcb bancorp,BCBP,147312,6020.0,crosswalk
0001228627,OPUS GENETICS INC,opus genetics,RNN,37325,2834.0,crosswalk
0001230058,KAANAPALI LAND LLC,kaanapali land,,182497,6552.0,crosswalk
0001230245,PIPER SANDLER COS,piper sandler cos,PJC,8605,6211.0,crosswalk
0001230524,LEOPARD ENERGY INC,leopard energy,JVKG,165114,7372.0,crosswalk
0001232524,JAZZ PHARMACEUTICALS PLC,jazz pharmaceuticals,JAZZ,177287,2834.0,crosswalk
0001232582,ASHFORD HOSPITALITY TRUST,ashford hospitality trust,AHT,155754,6798.0,crosswalk
0001234006,GLADSTONE COMMERCIAL CORP,gladstone commercial,GOOD,154739,6798.0,crosswalk
0001235468,LIQUIDITY SERVICES INC,liquidity services,LQDT,166213,5961.0,crosswalk
0001236275,QXO INC,qxo,TYRIA,170655,7370.0,crosswalk
0001237831,GLOBUS MEDICAL INC,globus medical,GMED,171002,3841.0,crosswalk
0001253176,VAPOTHERM INC,vapotherm,,34327,3845.0,crosswalk
0001253689,CRESCENT BIOPHARMA INC,crescent biopharma,GLYC,18878,2836.0,crosswalk
0001253986,ARBOR REALTY TRUST INC,arbor realty trust,ABR,160173,6798.0,crosswalk
0001254699,QVC INC,qvc,,13506,5961.0,crosswalk
0001257640,KRONOS WORLDWIDE INC,kronos worldwide,KRO,157354,2810.0,crosswalk
0001258602,NELNET INC,nelnet,NNI,155738,6141.0,crosswalk
0001259429,OXFORD SQUARE CAPITAL CORP,oxford square capital,TICC,157452,6797.0,crosswalk
0001260221,TRANSDIGM GROUP INC,transdigm,TDG,148349,3728.0,crosswalk
0001260990,ONCTERNAL THERAPEUTICS INC,oncternal therapeutics,GTXI,35320,2836.0,crosswalk
0001261249,AGILE THERAPEUTICS INC,agile therapeutics,,20010,2834.0,crosswalk
0001261333,DOCUSIGN INC,docusign,,33301,7370.0,crosswalk
0001261654,UNIVERSAL TECHNICAL INST,universal technical inst,UTI,156633,8200.0,crosswalk
0001262039,FORTINET INC,fortinet,FTNT,183377,7372.0,crosswalk
0001262104,LITE STRATEGY INC,lite strategy,MSHL,157865,2834.0,crosswalk
0001262823,WESTLAKE CORP,westlake,WLK,160684,2821.0,crosswalk
0001262976,CIMPRESS PLC,cimpress,VPRT,164086,2750.0,crosswalk
0001263364,IDAHO COPPER CORP,idaho copper,,185694,1090.0,crosswalk
0001265131,HILLTOP HOLDINGS INC,hilltop,HTH,156953,6199.0,crosswalk
0001266806,VIVANI MEDICAL INC,vivani medical,,21421,3845.0,crosswalk
0001267238,ASSURANT INC,assurant,AIZ,157057,6351.0,crosswalk
0001267332,MERRILL LYNCH DEPOSITOR INC,merrill lynch depositor,,157833,6726.0,crosswalk
0001267565,COLLEGIUM PHARMACEUTICAL INC,collegium pharmaceutical,,23555,2834.0,crosswalk
0001267602,ALIMERA SCIENCES INC,alimera sciences,ALIM,180363,2834.0,crosswalk
0001267813,MARINUS PHARMACEUTICALS INC,marinus pharmaceuticals,,20567,2836.0,crosswalk
0001269026,SINTX TECHNOLOGIES INC,sintx technologies,,177981,3842.0,crosswalk
0001270436,COHEN & COMPANY INC,cohen,IFMI,175674,6211.0,crosswalk
0001272842,AIRGAIN INC,airgain,,27703,3663.0,crosswalk
0001273441,GRAN TIERRA ENERGY INC,gran tierra energy,GTE,164046,1311.0,crosswalk
0001273685,ADAMAS TRUST INC,adamas trust,NYMT,158053,6798.0,crosswalk
0001273813,ASSURED GUARANTY LTD,assured guaranty,AGO,157955,6351.0,crosswalk
0001274173,JANUS HENDERSON GROUP PLC,janus henderson,,259518,6282.0,crosswalk
0001274494,FIRST SOLAR INC,first solar,FSLR,175404,3674.0,crosswalk
0001274737,EXAGEN INC,exagen,,26528,2835.0,crosswalk
0001274792,MERRIMACK PHARMACEUTICALS,merrimack pharmaceuticals,MACK,187631,2836.0,crosswalk
