cik,name,alias,alias_clean,alias_source
0001611547,Urban Edge Properties,Vornado SpinCo,vornado spinco,input_alias
0001612720,NextDecade Corp.,Harmony Merger Corp.,harmony merger,input_alias
0001613103,Medtronic plc,Kalani I Ltd,kalani i,input_alias
0001614556,Star Alliance International Corp.,ASTERIKO CORP.,asteriko,input_alias
0001614806,Rithm Property Trust Inc.,Great Ajax Corp.,great ajax,input_alias
0001615063,"Inspired Entertainment, Inc.",Hydra Industries Acquisition Corp.,hydra industries acquisition,input_alias
0001615219,"Salarius Pharmaceuticals, Inc.","Flex Pharma, Inc.",flex pharma,input_alias
0001616156,"WEWARDS, INC.",Betafox Corp.,betafox,input_alias
0001616156,"WEWARDS, INC.","FUTURE WORLD GROUP, INC.",future world group,input_alias
0001616156,"WEWARDS, INC.","GLOBAL ENTERTAINMENT CLUBS, INC.",global entertainment clubs,input_alias
0001616262,"Rocky Mountain Chocolate Factory, Inc.","Rocky Mountain Brands, Inc.",rocky mountain brands,input_alias
0001616533,"Penguin Solutions, Inc.","SMART Global Holdings, Inc.",smart global holdings,input_alias
0001616543,"Senseonics Holdings, Inc.","ASN Technologies, Inc.",asn technologies,input_alias
0001617406,Park Hotels & Resorts Inc.,"Hilton Worldwide, Inc.",hilton worldwide,input_alias
0001617640,"ZILLOW GROUP, INC.",Zebra Holdco Inc.,zebra holdco,input_alias
0001618755,Restaurant Brands International Limited Partnership,New Red Canada Limited Partnership,new red canada limited partnership,input_alias
0001618755,Restaurant Brands International Limited Partnership,New Red Canada Partnership,new red canada partnership,input_alias
0001618756,Restaurant Brands International Inc.,1011773 B.C. Unlimited Liability Co,1011773 bc unlimited liability,input_alias
0001618756,Restaurant Brands International Inc.,9060669 Canada Inc.,9060669 canada,input_alias
0001618835,"Evofem Biosciences, Inc.","Neothetics, Inc.",neothetics,input_alias
0001619227,"Cloudweb, Inc.","Data Backup Solutions, Inc.",data backup solutions,input_alias
0001619227,"Cloudweb, Inc.",Formigli Inc.,formigli,input_alias
0001619312,"Lightstone Value Plus REIT IV, Inc.",Lightstone Real Estate Income Trust Inc.,lightstone real estate income trust,input_alias
0001620463,"Athira Pharma, Inc.","M3 Biotechnology, Inc.",m3 biotechnology,input_alias
0001621227,Adaptimmune Therapeutics PLC,Adaptimmune Ltd,adaptimmune,input_alias
0001621672,"Super League Enterprise, Inc.","Nth Games, Inc.",nth games,input_alias
0001621672,"Super League Enterprise, Inc.","Super League Gaming, Inc.",super league gaming,input_alias
0001621906,Western Uranium & Vanadium Corp.,HOMELAND URANIUM INC.,homeland uranium,input_alias
0001621906,Western Uranium & Vanadium Corp.,Western Uranium Corp,western uranium,input_alias
0001622229,"Cogent Biosciences, Inc.",Unum Therapeutics Inc.,unum therapeutics,input_alias
0001622229,"Cogent Biosciences, Inc.","Unum Therapeutics, Inc.",unum therapeutics,input_alias
0001622244,"One World Products, Inc.","One World Pharma, Inc.",one world pharma,input_alias
0001622244,"One World Products, Inc.","PUNTO GROUP, CORP.",punto group,input_alias
0001623526,"Stoke Therapeutics, Inc.","ASOthera Pharmaceuticals, Inc.",asothera pharmaceuticals,input_alias
0001623925,Antero Midstream Corp,Antero Midstream GP LP,antero midstream gp lp,input_alias
0001623925,Antero Midstream Corp,Antero Resources Midstream Management LLC,antero resources midstream management,input_alias
0001624326,PAVmed Inc.,PAXmed Inc.,paxmed,input_alias
0001624512,Boxlight Corp,Logical Choice Corp,logical choice,input_alias
0001624517,Yuenglings Ice Cream Corp,Aureus Inc,aureus,input_alias
0001624517,Yuenglings Ice Cream Corp,"Aureus, Inc.",aureus,input_alias
0001624517,Yuenglings Ice Cream Corp,Yeunglings Ice Cream Corp,yeunglings ice cream,input_alias
0001624794,"CSW INDUSTRIALS, INC.",CSWC Newco Corp.,cswc newco,input_alias
0001624985,Tribal Rides International Corp.,"TriMax Consulting, Inc.",trimax consulting,input_alias
0001624985,Tribal Rides International Corp.,XINDA INTERNATIONAL CORP.,xinda international,input_alias
0001625101,"PULSE BIOSCIENCES, INC.","Electroblate, Inc.",electroblate,input_alias
0001625941,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc.,BLACK CREEK INDUSTRIAL REIT IV Inc.,black creek industrial reit iv,input_alias
0001625941,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc.,INDUSTRIAL LOGISTICS REALTY TRUST INC.,industrial logistics realty trust,input_alias
0001625941,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc.,LOGISTICS PROPERTY TRUST INC.,logistics property trust,input_alias
0001626115,PJT Partners Inc.,Blackstone Advisory Inc.,blackstone advisory,input_alias
0001626644,"Odyssey Health, Inc.","Odyssey Group International, Inc.",odyssey group international,input_alias
0001627223,Chemours Co,"Chemours Company, LLC",chemours company,input_alias
0001627282,CaliberCos Inc.,CaliberCo Inc.,caliberco,input_alias
0001627475,"UPWORK, INC","Elance-oDesk, Inc.",elanceodesk,input_alias
0001630113,BIOTRICITY INC.,"METASOLUTIONS, INC.",metasolutions,input_alias
0001630176,HEALTHY EXTRACTS INC.,GREY CLOAK TECH INC.,grey cloak tech,input_alias
0001630176,HEALTHY EXTRACTS INC.,HEALTHLY EXTRACTS INC.,healthly extracts,input_alias
0001630212,Avalon GloboCare Corp.,GLOBAL TECHNOLOGIES CORP,global technologies,input_alias
0001631282,DATASEA INC.,ROSE ROCK INC.,rose rock,input_alias
0001632790,"ENERGIZER HOLDINGS, INC.","Energizer SpinCo, Inc.",energizer spinco,input_alias
0001632970,"American Healthcare REIT, Inc.","Griffin-American Healthcare REIT 4, Inc.",griffinamerican healthcare reit 4,input_alias
0001632970,"American Healthcare REIT, Inc.","Griffin-American Healthcare REIT IV, Inc.",griffinamerican healthcare reit iv,input_alias
0001633858,Audax Credit BDC Inc.,Audax Senior BDC Inc.,audax senior bdc,input_alias
0001633931,TopBuild Corp,Masco SpinCo Corp.,masco spinco,input_alias
0001634293,"Exceed World, Inc.","Brilliant Acquisition,Inc.",brilliant acquisitioninc,input_alias
0001634452,AB Private Credit Investors Corp,AB Private Credit Corp,ab private credit,input_alias
0001635077,"Aclarion, Inc.","Nocimed, Inc.",nocimed,input_alias
0001635282,"Rimini Street, Inc.",GP Investments Acquisition Corp.,gp investments acquisition,input_alias
0001635327,Flutter Entertainment plc,Amaya Inc.,amaya,input_alias
0001635327,Flutter Entertainment plc,Stars Group Inc.,stars,input_alias
0001636222,Wingstop Inc.,Wing Stop Holdings Corp,wing stop,input_alias
0001636282,"Spyre Therapeutics, Inc.","Aeglea BioTherapeutics, Inc.",aeglea biotherapeutics,input_alias
0001636422,"Health Catalyst, Inc.","HQC Holdings, Inc.",hqc holdings,input_alias
0001636519,Madison Square Garden Sports Corp.,"MSG SPINCO, INC.",msg spinco,input_alias
0001636519,Madison Square Garden Sports Corp.,Madison Square Garden Co,madison square garden,input_alias
0001637459,Kraft Heinz Co,H.J. Heinz Holding Corp,hj heinz,input_alias
0001637715,"OnKure Therapeutics, Inc.","Reneo Pharmaceuticals, Inc.",reneo pharmaceuticals,input_alias
0001637866,"Deep Green Waste & Recycling, Inc.","Evader, Inc.",evader,input_alias
0001638287,MetaVia Inc.,Gemphire Therapeutics Inc.,gemphire therapeutics,input_alias
0001638287,MetaVia Inc.,"NeuroBo Pharmaceuticals, Inc.",neurobo pharmaceuticals,input_alias
0001638290,"MasterCraft Boat Holdings, Inc.","MCBC Holdings, Inc.",mcbc holdings,input_alias
0001639327,Zhuoxun Hongtu Inc.,"Gushen, Inc",gushen,input_alias
0001639691,LivaNova PLC,Sand Holdco Ltd,sand holdco,input_alias
0001639691,LivaNova PLC,Sand Holdco Plc,sand holdco,input_alias
0001640147,Snowflake Inc.,"Snowflake Computing, Inc.",snowflake computing,input_alias
0001641281,"Bolt Biotherapeutics, Inc.","Bolt Therapeutics, Inc.",bolt therapeutics,input_alias
0001641398,GD Culture Group Ltd,Code Chain New Continent Ltd,code chain new continent,input_alias
0001641398,GD Culture Group Ltd,JM Global Holding Co,jm global,input_alias
0001641398,GD Culture Group Ltd,TMSR HOLDING Co Ltd,tmsr,input_alias
0001641614,CPI Card Group Inc.,"CPI Holdings I, Inc.",cpi holdings i,input_alias
0001641631,"Beyond Air, Inc.","AIT Therapeutics, Inc.",ait therapeutics,input_alias
0001641631,"Beyond Air, Inc.","KokiCare, Inc.",kokicare,input_alias
0001642122,"Associated Capital Group, Inc.","Gabelli Securities Group, Inc.",gabelli securities group,input_alias
0001642896,Samsara Inc.,Samsara Networks Inc.,samsara networks,input_alias
0001643154,"iANTHUS CAPITAL HOLDINGS, INC.",GENARCA HOLDINGS LTD,genarca,input_alias
0001643721,"LEAFBUYER TECHNOLOGIES, INC.",AP EVENT INC.,ap event,input_alias
0001643953,"Purple Innovation, Inc.",Global Partner Acquisition Corp.,global partner acquisition,input_alias
0001644378,RMR GROUP INC.,Reit Management & Research Inc.,reit management research,input_alias
0001644903,"cbdMD, Inc.","LEVEL BEAUTY GROUP, INC.",level beauty group,input_alias
0001644903,"cbdMD, Inc.","Level Brands, Inc.",level brands,input_alias
0001645460,"Cue Biopharma, Inc.","Imagen Biopharma, Inc.",imagen biopharma,input_alias
0001645873,"MODIV INDUSTRIAL, INC.",MODIV INC.,modiv,input_alias
0001645873,"MODIV INDUSTRIAL, INC.","RW HOLDINGS NNN REIT, INC.",rw holdings nnn reit,input_alias
0001646188,Ondas Holdings Inc.,ZEV VENTURES INC.,zev ventures,input_alias
0001647088,WillScot Holdings Corp,Double Eagle Acquisition Corp.,double eagle acquisition,input_alias
0001647088,WillScot Holdings Corp,WillScot Mobile Mini Holdings Corp.,willscot mobile mini,input_alias
0001647822,"Jingbo Technology, Inc.",SavMobi Technology Inc.,savmobi technology,input_alias
0001648087,AMERICAN REBEL HOLDINGS INC,CUBESCAPE INC,cubescape,input_alias
0001648960,"DatChat, Inc.","Dat Chat, Inc",dat chat,input_alias
0001649094,"Vaxcyte, Inc.","SutroVax, Inc.",sutrovax,input_alias
0001649739,BayFirst Financial Corp.,First Home Bancorp Inc,first home bancorp,input_alias
0001649749,FB Financial Corp,"First South Bancorp, Inc.",first south bancorp,input_alias
0001649904,"RHYTHM PHARMACEUTICALS, INC.","RHYTHM METABOLIC, INC.",rhythm metabolic,input_alias
0001649989,"Outlook Therapeutics, Inc.","Oncobiologics, Inc.",oncobiologics,input_alias
0001650372,Atlassian Corp,Atlassian Corp Plc,atlassian corp,input_alias
0001651311,Merus N.V.,Merus B.V.,merus bv,input_alias
0001651932,"Xenous Holdings, Inc.",Concept Holding Corp.,concept,input_alias
0001651932,"Xenous Holdings, Inc.",M101 CORP.,m101,input_alias
0001652935,"ACTUATE THERAPEUTICS, INC.","Apotheca Therapeutics, Inc.",apotheca therapeutics,input_alias
0001652958,"Edgemode, Inc.","FOURTH WAVE ENERGY, INC.",fourth wave energy,input_alias
0001652958,"Edgemode, Inc.",PIERRE CORP.,pierre,input_alias
0001652958,"Edgemode, Inc.",Wadena Corp.,wadena,input_alias
0001653384,Runway Growth Finance Corp.,GSV Growth Credit Fund Inc.,gsv growth credit fund,input_alias
0001653384,Runway Growth Finance Corp.,Runway Growth Credit Fund Inc.,runway growth credit fund,input_alias
0001653558,"Priority Technology Holdings, Inc.","M I Acquisitions, Inc.",m i acquisitions,input_alias
0001653653,"Red Rock Resorts, Inc.",Station Casinos Corp.,station casinos,input_alias
0001655050,"Bain Capital Specialty Finance, Inc.",Sankaty Capital Corp,sankaty capital,input_alias
0001655210,"BEYOND MEAT, INC.","Savage River, Inc.",savage river,input_alias
0001655759,"ARVINAS, INC.","ARVINAS HOLDING COMPANY, LLC",arvinas holding company,input_alias
0001655888,Blue Owl Capital Corp,Owl Rock Capital Corp,owl rock capital,input_alias
0001656472,Cronos Group Inc.,PharmaCan Capital Corp.,pharmacan capital,input_alias
0001657045,NEXT-ChemX Corporation.,"AllyMe Group, Inc./NV",allyme group incnv,input_alias
0001657045,NEXT-ChemX Corporation.,Makh Group Corp.,makh,input_alias
0001657045,NEXT-ChemX Corporation.,Wewin Group Corp.,wewin,input_alias
0001657642,"Skyline Bankshares, Inc.",Parkway Acquisition Corp.,parkway acquisition,input_alias
0001657853,"HERTZ GLOBAL HOLDINGS, INC","Hertz Rental Car Holding Company, Inc.",hertz rental car holding company,input_alias
0001658566,Permian Resources Corp,"Centennial Resource Development, Inc.",centennial resource development,input_alias
0001658566,Permian Resources Corp,Silver Run Acquisition Corp,silver run acquisition,input_alias
0001659166,Fortive Corp,TGA Holding Corp.,tga,input_alias
0001661053,enVVeno Medical Corp,"Hancock Jaffe Laboratories, Inc.",hancock jaffe laboratories,input_alias
0001661181,Organogenesis Holdings Inc.,Avista Healthcare Public Acquisition Corp.,avista healthcare public acquisition,input_alias
0001661600,SATIVUS TECH CORP.,GRCR Partners Inc,grcr partners,input_alias
0001661600,SATIVUS TECH CORP.,SEEDO CORP.,seedo,input_alias
0001661998,Q32 Bio Inc.,"Homology Medicines, Inc.",homology medicines,input_alias
0001662684,"KULR Technology Group, Inc.",Grant Hill Acquisition Corp,grant hill acquisition,input_alias
0001662684,"KULR Technology Group, Inc.",KT High-Tech Marketing Inc.,kt hightech marketing,input_alias
0001662774,"Quince Therapeutics, Inc.","Cortexyme, Inc.",cortexyme,input_alias
0001662972,"Blackstone Real Estate Income Trust, Inc.","Royal Blue Trust, Inc.",royal blue trust,input_alias
0001663038,Quantumzyme Corp.,Reliant Service Inc,reliant service,input_alias
0001663244,COMM 2016-DC2 Mortgage Trust,COMM 2016-D2 Mortgage Trust,comm 2016d2 mortgage trust,input_alias
0001665300,"Phunware, Inc.",Stellar Acquisition III Inc.,stellar acquisition iii,input_alias
0001666138,Atkore Inc.,Atkore International Group Inc.,atkore international,input_alias
0001666244,"Cantor Fitzgerald Income Trust, Inc.","RODIN GLOBAL ACCESS PROPERTY TRUST, INC.",rodin global access property trust,input_alias
0001666244,"Cantor Fitzgerald Income Trust, Inc.","RODIN GLOBAL PROPERTY TRUST, INC.",rodin global property trust,input_alias
0001666700,"DuPont de Nemours, Inc.",DowDuPont Inc.,dowdupont,input_alias
0001669779,"Camping World Holdings, Inc.","CWGS, Inc.",cwgs,input_alias
0001671284,"NeueHealth, Inc.",Bright Health Group Inc.,bright health,input_alias
0001671284,"NeueHealth, Inc.",Bright Health Inc.,bright health,input_alias
0001671858,"ARS Pharmaceuticals, Inc.","Silverback Therapeutics, Inc.",silverback therapeutics,input_alias
0001672571,Antiaging Quantum Living Inc.,Achison Inc,achison,input_alias
0001672619,"Enliven Therapeutics, Inc.",IMARA Inc.,imara,input_alias
0001672909,Canterbury Park Holding Corp,New Canterbury Park Holding Corp,new canterbury park,input_alias
0001673358,"Yum China Holdings, Inc.","Yum! China Holding, Inc.",yum china holding,input_alias
0001673475,"GPO Plus, Inc.",GLOBAL HOUSE HOLDINGS LTD.,global house,input_alias
0001673475,"GPO Plus, Inc.",KOLDECK INC.,koldeck,input_alias
0001673481,Lottery.com Inc.,Trident Acquisitions Corp.,trident acquisitions,input_alias
0001673772,"RAPT Therapeutics, Inc.","FLX Bio, Inc.",flx bio,input_alias
0001674101,Vertiv Holdings Co,GS Acquisition Holdings Corp,gs acquisition,input_alias
0001674227,SCWorx Corp.,"Alliance MMA, Inc.",alliance mma,input_alias
0001674440,Connexa Sports Technologies Inc.,Slinger Bag Inc.,slinger bag,input_alias
0001674862,ASHLAND INC.,ASHLAND GLOBAL HOLDINGS INC,ashland global,input_alias
0001674930,"Fulgent Genetics, Inc.","Fulgent Diagnostics, Inc.",fulgent diagnostics,input_alias
0001675149,Alcoa Corp,Alcoa Upstream Corp,alcoa upstream,input_alias
0001676163,"SS Innovations International, Inc.","AVRA Medical Robotics, Inc.",avra medical robotics,input_alias
0001676238,"Braze, Inc.","Appboy, Inc.",appboy,input_alias
0001677576,INNOVATIVE INDUSTRIAL PROPERTIES INC,INNOVATIVE GREENHOUSE PROPERTIES INC,innovative greenhouse properties,input_alias
0001679049,"International Seaways, Inc.","OSG International, INC",osg international,input_alias
0001679688,"DigitalBridge Group, Inc.","Colony Capital, Inc.",colony capital,input_alias
0001679688,"DigitalBridge Group, Inc.","Colony NorthStar, Inc.",colony northstar,input_alias
0001679817,"OZOP ENERGY SOLUTIONS, INC.",Newmarkt Corp.,newmarkt,input_alias
0001679817,"OZOP ENERGY SOLUTIONS, INC.",OZOP SURGICAL CORP.,ozop surgical,input_alias
0001681087,"Tectonic Therapeutic, Inc.","AVROBIO, Inc.",avrobio,input_alias
0001681087,"Tectonic Therapeutic, Inc.","AvroBio, Inc.",avrobio,input_alias
0001681682,ENDRA Life Sciences Inc.,Endra Inc.,endra,input_alias
0001682149,Datavault AI Inc.,Summit Semiconductor Inc.,summit semiconductor,input_alias
0001682149,Datavault AI Inc.,"Summit Wireless Technologies, Inc.",summit wireless technologies,input_alias
0001682149,Datavault AI Inc.,"WISA TECHNOLOGIES, INC.",wisa technologies,input_alias
0001682265,Onar Holding Corp,"Reliant Holdings, Inc.",reliant holdings,input_alias
0001682745,VERRA MOBILITY Corp,"Gores Holdings II, Inc.",gores holdings ii,input_alias
0001682852,"Moderna, Inc.","Moderna Therapeutics, Inc.",moderna therapeutics,input_alias
0001683695,"International Money Express, Inc.",Fintech Acquisition Corp. II,fintech acquisition corp ii,input_alias
0001684144,Zomedica Corp.,Zomedica Pharmaceuticals Corp.,zomedica pharmaceuticals,input_alias
0001687542,"Freight Technologies, Inc.","China Internet Nationwide Financial Services, Inc.",china internet nationwide financial services,input_alias
0001687542,"Freight Technologies, Inc.",Hudson Capital Inc.,hudson capital,input_alias
0001687926,"ZEUUS, INC.",Kriptech International Corp.,kriptech international,input_alias
0001687932,"J.Jill, Inc.",Jill Intermediate LLC,jill intermediate,input_alias
0001688126,Crypto Co,"CROE, INC.",croe,input_alias
0001688568,DXC Technology Co,"Everett SpinCo, Inc.",everett spinco,input_alias
0001689084,Qrons Inc.,BIOLABMART INC.,biolabmart,input_alias
0001689375,"Entrada Therapeutics, Inc.","CycloPorters, Inc.",cycloporters,input_alias
0001689796,JBG SMITH Properties,Vornado DC Spinco,vornado dc spinco,input_alias
0001690080,180 Life Sciences Corp.,KBL MERGER CORP. IV,kbl merger corp iv,input_alias
0001690536,"FS Credit Real Estate Income Trust, Inc.","FS Real Estate Credit Income Trust, Inc.",fs real estate credit income trust,input_alias
0001690585,"Dianthus Therapeutics, Inc. /DE/","Magenta Therapeutics, Inc.",magenta therapeutics,input_alias
0001690680,"NEWMARK GROUP, INC.","NRE DELAWARE, INC.",nre delaware,input_alias
0001692412,Playa Hotels & Resorts N.V.,Porto Holdco B.V.,porto holdco bv,input_alias
0001692787,Kinetik Holdings Inc.,Altus Midstream Co,altus midstream,input_alias
0001692787,Kinetik Holdings Inc.,Kayne Anderson Acquisition Corp,kayne anderson acquisition,input_alias
0001692819,Vistra Corp.,Vistra Energy Corp,vistra energy,input_alias
0001692819,Vistra Corp.,Vistra Energy Corp.,vistra energy,input_alias
0001693256,"Select Water Solutions, Inc.","Select Energy Services, Inc.",select energy services,input_alias
0001693687,GREENLIT VENTURES INC.,AllyMe Holding Inc.,allyme,input_alias
0001693687,GREENLIT VENTURES INC.,"MS YOUNG ADVENTURE ENTERPRISE, INC.",ms young adventure enterprise,input_alias
0001693687,GREENLIT VENTURES INC.,Rain Sound Acquisition Corp,rain sound acquisition,input_alias
0001694028,Liberty Energy Inc.,Liberty Oilfield Services Inc.,liberty oilfield services,input_alias
0001694426,"Delek US Holdings, Inc.","Delek Holdco, Inc.",delek holdco,input_alias
0001694617,"Royale Energy, Inc.","Royale Energy Holdings, Inc.",royale energy holdings,input_alias
0001695295,"HYDROFARM HOLDINGS GROUP, INC.",Innovation Acquisition One Corp,innovation acquisition one,input_alias
0001697500,"Solaris Energy Infrastructure, Inc.","Solaris Oilfield Infrastructure, Inc.",solaris oilfield infrastructure,input_alias
0001697851,"Rekor Systems, Inc.","Novume Solutions, Inc.",novume solutions,input_alias
0001698530,"EXICURE, INC.",Max-1 Acquisition Corp,max1 acquisition,input_alias
0001698538,"Strategic Student & Senior Housing Trust, Inc.","Strategic Student Senior & Storage Trust, Inc.",strategic student senior storage trust,input_alias
0001698990,Magnolia Oil & Gas Corp,TPG Pace Energy Holdings Corp.,tpg pace energy,input_alias
0001698991,"Accel Entertainment, Inc.",TPG Pace Holdings Corp.,tpg pace,input_alias
0001699150,Ingersoll Rand Inc.,"GARDNER DENVER HOLDINGS, INC.",gardner denver holdings,input_alias
0001700844,EvoAir Holdings Inc.,UNEX HOLDINGS INC.,unex,input_alias
0001701541,"Black Diamond Therapeutics, Inc.","Aset Therapeutics, Inc.",aset therapeutics,input_alias
0001701605,Baker Hughes Co,Baker Hughes a GE Co,baker hughes a ge,input_alias
0001701605,Baker Hughes Co,"Bear Newco, Inc.",bear newco,input_alias
0001701732,Altair Engineering Inc.,Altair Engineering Ing.,altair engineering ing,input_alias
0001701756,Sadot Group Inc.,"Muscle Maker, Inc.",muscle maker,input_alias
0001703056,ADT Inc.,"Prime Security Services Parent, Inc.",prime security services parent,input_alias
0001703157,"Securetech Innovations, Inc.","Securetech, Inc.",securetech,input_alias
0001703647,"Korro Bio, Inc.","Frequency Therapeutics, Inc.",frequency therapeutics,input_alias
0001703956,"Concrete Pumping Holdings, Inc.",Industrea Acquisition Corp.,industrea acquisition,input_alias
0001704715,"Alpha Metallurgical Resources, Inc.","Contura Energy, Inc.",contura energy,input_alias
0001705110,Angi Inc.,ANGI Homeservices Inc.,angi homeservices,input_alias
0001705110,Angi Inc.,"Halo TopCo, Inc.",halo topco,input_alias
0001705843,"Cibus, Inc.","Calyxt, Inc.",calyxt,input_alias
0001705873,Berry Corp (bry),Berry Petroleum Corp,berry petroleum,input_alias
0001706946,"Virgin Galactic Holdings, Inc",Social Capital Hedosophia Holdings Corp.,social capital hedosophia,input_alias
0001706946,"Virgin Galactic Holdings, Inc","Virgin Galactic Vehicle Holdings, Inc",virgin galactic vehicle holdings,input_alias
0001707753,Elastic N.V.,ELasticsearch Global BV,elasticsearch global bv,input_alias
0001707753,Elastic N.V.,Elastic B.V.,elastic bv,input_alias
0001707753,Elastic N.V.,Elasticsearch Global BV,elasticsearch global bv,input_alias
0001707925,LINDE PLC,PRAXAIR,praxair,input_alias
0001707925,LINDE PLC,ZAMALIGHT PLC,zamalight,input_alias
0001708035,Ecovyst Inc.,PQ Group Holdings Inc.,pq,input_alias
0001708055,Ribbon Communications Inc.,"Solstice Sapphire Investments, Inc.",solstice sapphire investments,input_alias
0001708055,Ribbon Communications Inc.,"Sonus Networks, Inc.",sonus networks,input_alias
0001708176,Hall of Fame Resort & Entertainment Co,Gordon Pointe Acquisition Corp.,gordon pointe acquisition,input_alias
0001708176,Hall of Fame Resort & Entertainment Co,Gordon Pointe Acqusition Corp.,gordon pointe acqusition,input_alias
0001708341,Allied Gaming & Entertainment Inc.,"Allied Esports Entertainment, Inc.",allied esports entertainment,input_alias
0001708341,Allied Gaming & Entertainment Inc.,Black Ridge Acquisition Corp.,black ridge acquisition,input_alias
0001708527,ELUTIA INC.,"AZIYO BIOLOGICS, INC.",aziyo biologics,input_alias
0001708599,"Serina Therapeutics, Inc.","AgeX Therapeutics, Inc.",agex therapeutics,input_alias
0001709628,"CLOUDASTRUCTURE, INC.",Connexed Technologies Inc.,connexed technologies,input_alias
0001709682,"Custom Truck One Source, Inc.",Capitol Investment Corp. IV,capitol investment corp iv,input_alias
0001709682,"Custom Truck One Source, Inc.","NESCO HOLDINGS, INC.",nesco holdings,input_alias
0001710350,"Bit Digital, Inc",Golden Bull Ltd,golden bull,input_alias
0001710366,"Core Natural Resources, Inc.",CONSOL Energy Inc.,consol energy,input_alias
0001710366,"Core Natural Resources, Inc.",CONSOL Mining Corp,consol mining,input_alias
0001711269,"Evergy, Inc.","Monarch Energy Holding, Inc.",monarch energy holding,input_alias
0001712184,Liberty Latin America Ltd.,LatAm Splitco Ltd.,latam splitco,input_alias
0001712189,Target Hospitality Corp.,Platinum Eagle Acquisition Corp.,platinum eagle acquisition,input_alias
0001712463,Ranpak Holdings Corp.,One Madison Corp,one madison,input_alias
0001716166,"Vivos Therapeutics, Inc.","Vivos BioTechnologies, Inc.",vivos biotechnologies,input_alias
0001716621,"Catheter Precision, Inc.","Ra Medical Systems, Inc.",ra medical systems,input_alias
0001716947,"Ensysce Biosciences, Inc.",Leisure Acquisition Corp.,leisure acquisition,input_alias
0001717115,"Tempus AI, Inc.","Tempus Labs, Inc.",tempus labs,input_alias
0001717310,"Venture Lending & Leasing IX, Inc.","Venture Lending & Leasing Fund IX, Inc.",venture lending leasing fund ix,input_alias
0001717547,"BrightSpire Capital, Inc.","Colony Credit Real Estate, Inc.",colony credit real estate,input_alias
0001717547,"BrightSpire Capital, Inc.","Colony NorthStar Credit Real Estate, Inc.",colony northstar credit real estate,input_alias
0001718224,"BT Brands, Inc.","Burger Time, Inc.",burger time,input_alias
0001718224,"BT Brands, Inc.","Burger Time,Inc.",burger timeinc,input_alias
0001718405,HYCROFT MINING HOLDING CORP,Mudrick Capital Acquisition Corp,mudrick capital acquisition,input_alias
0001718500,"Axil Brands, Inc.",Reviv3 Procare Co,reviv3 procare,input_alias
0001719406,"NRX Pharmaceuticals, Inc.",Big Rock Partners Acquisition Corp.,big rock partners acquisition,input_alias
0001720286,INTERNET SCIENCES INC.,Luxury Trine Digital Media Group,luxury trine digital media,input_alias
0001720286,INTERNET SCIENCES INC.,Luxury Trine Digital Media Group Inc.,luxury trine digital media,input_alias
0001720580,"Adicet Bio, Inc.","resTORbio, Inc.",restorbio,input_alias
0001720592,Repay Holdings Corp,Thunder Bridge Acquisition Ltd,thunder bridge acquisition,input_alias
0001721386,Landsea Homes Corp,LF Capital Acquisition Corp.,lf capital acquisition,input_alias
0001721741,"Lazydays Holdings, Inc.",Andina II Holdco Corp.,andina ii holdco,input_alias
0001721947,Jamf Holding Corp.,"JUNO TOPCO, INC.",juno topco,input_alias
0001722194,Benchmark 2018-B1 Mortgage Trust,BMARK 2018-B1 Mortgage Trust,bmark 2018b1 mortgage trust,input_alias
0001722194,Benchmark 2018-B1 Mortgage Trust,DBJPM 2017-C8 Mortgage Trust,dbjpm 2017c8 mortgage trust,input_alias
0001722482,"Avantor, Inc.",Vail Holdco Corp,vail holdco,input_alias
0001722731,"FDCTECH, INC.","FDC TECH, INC.",fdc tech,input_alias
0001722731,"FDCTECH, INC.",Forex Development Corp.,forex development,input_alias
0001723089,ChampionX Corp,Apergy Corp,apergy,input_alias
0001723089,ChampionX Corp,Wellsite Corp,wellsite,input_alias
0001723128,"Amneal Pharmaceuticals, Inc.","Atlas Holdings, Inc.",atlas holdings,input_alias
0001723788,Bitwise 10 Crypto Index Fund,"Bitwise 10 Private Index Fund, LLC",bitwise 10 private index fund,input_alias
0001723788,Bitwise 10 Crypto Index Fund,"Bitwise HOLD10 Private Index Fund, LLC",bitwise hold10 private index fund,input_alias
0001723788,Bitwise 10 Crypto Index Fund,"Bitwise Hold 10 Private Index Fund, LLC",bitwise hold 10 private index fund,input_alias
0001724965,TALOS ENERGY INC.,SAILFISH ENERGY HOLDINGS Corp,sailfish energy,input_alias
0001725057,"Dayforce, Inc.",Ceridian HCM Holding Inc.,ceridian hcm,input_alias
0001725160,"Zentalis Pharmaceuticals, Inc.","Zeno Pharma, LLC",zeno pharma,input_alias
0001725255,AdaptHealth Corp.,DFB Healthcare Acquisitions Corp.,dfb healthcare acquisitions,input_alias
0001725430,INTELLIGENT BIO SOLUTIONS INC.,GBS Inc.,gbs,input_alias
0001725430,INTELLIGENT BIO SOLUTIONS INC.,"Glucose Biosensor Systems (Greater China) Holdings, Inc.",glucose biosensor systems greater china holdings,input_alias
